DDInter_ID,DDInter_name,normalized_DDInter_name,PrimeKG_name,normalized_PrimeKG_name,DrugBank_ID,equal_after_normalization,route_or_formulation_qualifier_detected,lexical_attention_reason,suspicious_lexical_case,review_status
DDInter1848,Trastuzumab emtansine,trastuzumab emtansine,Trastuzumab emtansine,trastuzumab emtansine,DB05773,true,false,,false,accepted_exact_normalized_name
DDInter1849,Travoprost,travoprost,Travoprost,travoprost,DB00287,true,false,,false,accepted_exact_normalized_name
DDInter1851,Trazodone,trazodone,Trazodone,trazodone,DB00656,true,false,,false,accepted_exact_normalized_name
DDInter1852,Treprostinil,treprostinil,Treprostinil,treprostinil,DB00374,true,false,,false,accepted_exact_normalized_name
DDInter1853,Tretinoin,tretinoin,Tretinoin,tretinoin,DB00755,true,false,,false,accepted_exact_normalized_name
DDInter1855,Triamcinolone,triamcinolone,Triamcinolone,triamcinolone,DB00620,true,false,,false,accepted_exact_normalized_name
DDInter1859,Triamterene,triamterene,Triamterene,triamterene,DB00384,true,false,,false,accepted_exact_normalized_name
DDInter1860,Triazolam,triazolam,Triazolam,triazolam,DB00897,true,false,,false,accepted_exact_normalized_name
DDInter1861,Trichlormethiazide,trichlormethiazide,Trichlormethiazide,trichlormethiazide,DB01021,true,false,,false,accepted_exact_normalized_name
DDInter1863,Triclabendazole,triclabendazole,Triclabendazole,triclabendazole,DB12245,true,false,,false,accepted_exact_normalized_name
DDInter1864,Triethylenetetramine,triethylenetetramine,Triethylenetetramine,triethylenetetramine,DB06824,true,false,,false,accepted_exact_normalized_name
DDInter1866,Trifluoperazine,trifluoperazine,Trifluoperazine,trifluoperazine,DB00831,true,false,,false,accepted_exact_normalized_name
DDInter1867,Triflupromazine,triflupromazine,Triflupromazine,triflupromazine,DB00508,true,false,,false,accepted_exact_normalized_name
DDInter1868,Trifluridine,trifluridine,Trifluridine,trifluridine,DB00432,true,false,,false,accepted_exact_normalized_name
DDInter1869,Triheptanoin,triheptanoin,Triheptanoin,triheptanoin,DB11677,true,false,,false,accepted_exact_normalized_name
DDInter187,Benzphetamine,benzphetamine,Benzphetamine,benzphetamine,DB00865,true,false,,false,accepted_exact_normalized_name
DDInter1870,Trihexyphenidyl,trihexyphenidyl,Trihexyphenidyl,trihexyphenidyl,DB00376,true,false,,false,accepted_exact_normalized_name
DDInter1871,Trimethadione,trimethadione,Trimethadione,trimethadione,DB00347,true,false,,false,accepted_exact_normalized_name
DDInter1872,Trimethaphan,trimethaphan,Trimethaphan,trimethaphan,DB01116,true,false,,false,accepted_exact_normalized_name
DDInter1873,Trimethobenzamide,trimethobenzamide,Trimethobenzamide,trimethobenzamide,DB00662,true,false,,false,accepted_exact_normalized_name
DDInter1874,Trimethoprim,trimethoprim,Trimethoprim,trimethoprim,DB00440,true,false,,false,accepted_exact_normalized_name
DDInter1875,Trimetrexate,trimetrexate,Trimetrexate,trimetrexate,DB01157,true,false,,false,accepted_exact_normalized_name
DDInter1876,Trimipramine,trimipramine,Trimipramine,trimipramine,DB00726,true,false,,false,accepted_exact_normalized_name
DDInter1877,Trioxsalen,trioxsalen,Trioxsalen,trioxsalen,DB04571,true,false,,false,accepted_exact_normalized_name
DDInter1878,Tripelennamine,tripelennamine,Tripelennamine,tripelennamine,DB00792,true,false,,false,accepted_exact_normalized_name
DDInter1879,Triprolidine,triprolidine,Triprolidine,triprolidine,DB00427,true,false,,false,accepted_exact_normalized_name
DDInter188,Benzthiazide,benzthiazide,Benzthiazide,benzthiazide,DB00562,true,false,,false,accepted_exact_normalized_name
DDInter1880,Triptorelin,triptorelin,Triptorelin,triptorelin,DB06825,true,false,,false,accepted_exact_normalized_name
DDInter1881,Troglitazone,troglitazone,Troglitazone,troglitazone,DB00197,true,false,,false,accepted_exact_normalized_name
DDInter1882,Troleandomycin,troleandomycin,Troleandomycin,troleandomycin,DB13179,true,false,,false,accepted_exact_normalized_name
DDInter1883,Tromethamine,tromethamine,Tromethamine,tromethamine,DB03754,true,false,,false,accepted_exact_normalized_name
DDInter1884,Tropicamide,tropicamide,Tropicamide,tropicamide,DB00809,true,false,,false,accepted_exact_normalized_name
DDInter1886,Trospium,trospium,Trospium,trospium,DB00209,true,false,,false,accepted_exact_normalized_name
DDInter1887,Trovafloxacin,trovafloxacin,Trovafloxacin,trovafloxacin,DB00685,true,false,,false,accepted_exact_normalized_name
DDInter1888,Tryptophan,tryptophan,Tryptophan,tryptophan,DB00150,true,false,,false,accepted_exact_normalized_name
DDInter189,Benzylpenicillin,benzylpenicillin,Benzylpenicillin,benzylpenicillin,DB01053,true,false,,false,accepted_exact_normalized_name
DDInter1890,Tubocurarine,tubocurarine,Tubocurarine,tubocurarine,DB01199,true,false,,false,accepted_exact_normalized_name
DDInter1891,Tucatinib,tucatinib,Tucatinib,tucatinib,DB11652,true,false,,false,accepted_exact_normalized_name
DDInter1896,Ubrogepant,ubrogepant,Ubrogepant,ubrogepant,DB15328,true,false,,false,accepted_exact_normalized_name
DDInter1897,Ulipristal,ulipristal,Ulipristal,ulipristal,DB08867,true,false,,false,accepted_exact_normalized_name
DDInter1899,Umeclidinium,umeclidinium,Umeclidinium,umeclidinium,DB09076,true,false,,false,accepted_exact_normalized_name
DDInter19,Acetylcysteine,acetylcysteine,Acetylcysteine,acetylcysteine,DB06151,true,false,,false,accepted_exact_normalized_name
DDInter1901,Upadacitinib,upadacitinib,Upadacitinib,upadacitinib,DB15091,true,false,,false,accepted_exact_normalized_name
DDInter1902,Uracil mustard,uracil mustard,Uracil mustard,uracil mustard,DB00791,true,false,,false,accepted_exact_normalized_name
DDInter1905,Urokinase,urokinase,Urokinase,urokinase,DB00013,true,false,,false,accepted_exact_normalized_name
DDInter1906,Ursodeoxycholic acid,ursodeoxycholic acid,Ursodeoxycholic acid,ursodeoxycholic acid,DB01586,true,false,,false,accepted_exact_normalized_name
DDInter1907,Ustekinumab,ustekinumab,Ustekinumab,ustekinumab,DB05679,true,false,,false,accepted_exact_normalized_name
DDInter1908,Valaciclovir,valaciclovir,Valaciclovir,valaciclovir,DB00577,true,false,,false,accepted_exact_normalized_name
DDInter1909,Valbenazine,valbenazine,Valbenazine,valbenazine,DB11915,true,false,,false,accepted_exact_normalized_name
DDInter1910,Valdecoxib,valdecoxib,Valdecoxib,valdecoxib,DB00580,true,false,,false,accepted_exact_normalized_name
DDInter1912,Valganciclovir,valganciclovir,Valganciclovir,valganciclovir,DB01610,true,false,,false,accepted_exact_normalized_name
DDInter1913,Valproic acid,valproic acid,Valproic acid,valproic acid,DB00313,true,false,,false,accepted_exact_normalized_name
DDInter1914,Valrubicin,valrubicin,Valrubicin,valrubicin,DB00385,true,false,,false,accepted_exact_normalized_name
DDInter1915,Valsartan,valsartan,Valsartan,valsartan,DB00177,true,false,,false,accepted_exact_normalized_name
DDInter1916,Vancomycin,vancomycin,Vancomycin,vancomycin,DB00512,true,false,,false,accepted_exact_normalized_name
DDInter1917,Vandetanib,vandetanib,Vandetanib,vandetanib,DB05294,true,false,,false,accepted_exact_normalized_name
DDInter1918,Vardenafil,vardenafil,Vardenafil,vardenafil,DB00862,true,false,,false,accepted_exact_normalized_name
DDInter1919,Varenicline,varenicline,Varenicline,varenicline,DB01273,true,false,,false,accepted_exact_normalized_name
DDInter192,Bepridil,bepridil,Bepridil,bepridil,DB01244,true,false,,false,accepted_exact_normalized_name
DDInter1920,Varicella Zoster Vaccine (Recombinant),varicella zoster vaccine (recombinant),Varicella Zoster Vaccine (Recombinant),varicella zoster vaccine (recombinant),DB13924,true,true,parenthetical_or_comma_exact_match;qualifier_preserved_exactly:recombinant,false,accepted_exact_normalized_name
DDInter1921,Vasopressin,vasopressin,Vasopressin,vasopressin,DB00067,true,false,,false,accepted_exact_normalized_name
DDInter1922,Vecuronium,vecuronium,Vecuronium,vecuronium,DB01339,true,false,,false,accepted_exact_normalized_name
DDInter1923,Vedolizumab,vedolizumab,Vedolizumab,vedolizumab,DB09033,true,false,,false,accepted_exact_normalized_name
DDInter1924,Velpatasvir,velpatasvir,Velpatasvir,velpatasvir,DB11613,true,false,,false,accepted_exact_normalized_name
DDInter1925,Vemurafenib,vemurafenib,Vemurafenib,vemurafenib,DB08881,true,false,,false,accepted_exact_normalized_name
DDInter1926,Venetoclax,venetoclax,Venetoclax,venetoclax,DB11581,true,false,,false,accepted_exact_normalized_name
DDInter1927,Venlafaxine,venlafaxine,Venlafaxine,venlafaxine,DB00285,true,false,,false,accepted_exact_normalized_name
DDInter1928,Verapamil,verapamil,Verapamil,verapamil,DB00661,true,false,,false,accepted_exact_normalized_name
DDInter1929,Verteporfin,verteporfin,Verteporfin,verteporfin,DB00460,true,false,,false,accepted_exact_normalized_name
DDInter1930,Vibegron,vibegron,Vibegron,vibegron,DB14895,true,false,,false,accepted_exact_normalized_name
DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,vibrio cholerae cvd 103-hgr strain live antigen,Vibrio cholerae CVD 103-HgR strain live antigen,vibrio cholerae cvd 103-hgr strain live antigen,DB14443,true,false,,false,accepted_exact_normalized_name
DDInter1933,Vigabatrin,vigabatrin,Vigabatrin,vigabatrin,DB01080,true,false,,false,accepted_exact_normalized_name
DDInter1934,Vilanterol,vilanterol,Vilanterol,vilanterol,DB09082,true,false,,false,accepted_exact_normalized_name
DDInter1935,Vilazodone,vilazodone,Vilazodone,vilazodone,DB06684,true,false,,false,accepted_exact_normalized_name
DDInter1936,Vinblastine,vinblastine,Vinblastine,vinblastine,DB00570,true,false,,false,accepted_exact_normalized_name
DDInter1937,Vincristine,vincristine,Vincristine,vincristine,DB00541,true,false,,false,accepted_exact_normalized_name
DDInter1939,Vinorelbine,vinorelbine,Vinorelbine,vinorelbine,DB00361,true,false,,false,accepted_exact_normalized_name
DDInter194,Beta carotene,beta carotene,Beta carotene,beta carotene,DB06755,true,false,,false,accepted_exact_normalized_name
DDInter1940,Vismodegib,vismodegib,Vismodegib,vismodegib,DB08828,true,false,,false,accepted_exact_normalized_name
DDInter1941,Vitamin A,vitamin a,Vitamin A,vitamin a,DB00162,true,false,,false,accepted_exact_normalized_name
DDInter1942,Vitamin D,vitamin d,Vitamin D,vitamin d,DB11094,true,false,,false,accepted_exact_normalized_name
DDInter1943,Vitamin E,vitamin e,Vitamin E,vitamin e,DB00163,true,false,,false,accepted_exact_normalized_name
DDInter1944,Von Willebrand Factor Human,von willebrand factor human,Von Willebrand Factor Human,von willebrand factor human,DB13133,true,false,,false,accepted_exact_normalized_name
DDInter1945,Vorapaxar,vorapaxar,Vorapaxar,vorapaxar,DB09030,true,false,,false,accepted_exact_normalized_name
DDInter1946,Voriconazole,voriconazole,Voriconazole,voriconazole,DB00582,true,false,,false,accepted_exact_normalized_name
DDInter1947,Vorinostat,vorinostat,Vorinostat,vorinostat,DB02546,true,false,,false,accepted_exact_normalized_name
DDInter1948,Vortioxetine,vortioxetine,Vortioxetine,vortioxetine,DB09068,true,false,,false,accepted_exact_normalized_name
DDInter1949,Voxelotor,voxelotor,Voxelotor,voxelotor,DB14975,true,false,,false,accepted_exact_normalized_name
DDInter195,Betamethasone,betamethasone,Betamethasone,betamethasone,DB00443,true,false,,false,accepted_exact_normalized_name
DDInter1950,Voxilaprevir,voxilaprevir,Voxilaprevir,voxilaprevir,DB12026,true,false,,false,accepted_exact_normalized_name
DDInter1951,Warfarin,warfarin,Warfarin,warfarin,DB00682,true,false,,false,accepted_exact_normalized_name
DDInter1953,Yellow Fever Vaccine,yellow fever vaccine,Yellow Fever Vaccine,yellow fever vaccine,DB10805,true,false,,false,accepted_exact_normalized_name
DDInter1954,Yohimbine,yohimbine,Yohimbine,yohimbine,DB01392,true,false,,false,accepted_exact_normalized_name
DDInter1955,Zafirlukast,zafirlukast,Zafirlukast,zafirlukast,DB00549,true,false,,false,accepted_exact_normalized_name
DDInter1956,Zalcitabine,zalcitabine,Zalcitabine,zalcitabine,DB00943,true,false,,false,accepted_exact_normalized_name
DDInter1957,Zaleplon,zaleplon,Zaleplon,zaleplon,DB00962,true,false,,false,accepted_exact_normalized_name
DDInter1958,Zanamivir,zanamivir,Zanamivir,zanamivir,DB00558,true,false,,false,accepted_exact_normalized_name
DDInter1959,Zanubrutinib,zanubrutinib,Zanubrutinib,zanubrutinib,DB15035,true,false,,false,accepted_exact_normalized_name
DDInter1960,Ziconotide,ziconotide,Ziconotide,ziconotide,DB06283,true,false,,false,accepted_exact_normalized_name
DDInter1961,Zidovudine,zidovudine,Zidovudine,zidovudine,DB00495,true,false,,false,accepted_exact_normalized_name
DDInter1962,Zileuton,zileuton,Zileuton,zileuton,DB00744,true,false,,false,accepted_exact_normalized_name
DDInter1963,Zinc acetate,zinc acetate,Zinc acetate,zinc acetate,DB14487,true,false,,false,accepted_exact_normalized_name
DDInter1964,Zinc chloride,zinc chloride,Zinc chloride,zinc chloride,DB14533,true,false,,false,accepted_exact_normalized_name
DDInter1965,Zinc gluconate,zinc gluconate,Zinc gluconate,zinc gluconate,DB11248,true,false,,false,accepted_exact_normalized_name
DDInter1966,Zinc sulfate,zinc sulfate,Zinc sulfate,zinc sulfate,DB09322,true,false,,false,accepted_exact_normalized_name
DDInter1967,Ziprasidone,ziprasidone,Ziprasidone,ziprasidone,DB00246,true,false,,false,accepted_exact_normalized_name
DDInter1968,Zoledronic acid,zoledronic acid,Zoledronic acid,zoledronic acid,DB00399,true,false,,false,accepted_exact_normalized_name
DDInter1969,Zolmitriptan,zolmitriptan,Zolmitriptan,zolmitriptan,DB00315,true,false,,false,accepted_exact_normalized_name
DDInter197,Betaxolol,betaxolol,Betaxolol,betaxolol,DB00195,true,false,,false,accepted_exact_normalized_name
DDInter1970,Zolpidem,zolpidem,Zolpidem,zolpidem,DB00425,true,false,,false,accepted_exact_normalized_name
DDInter1971,Zonisamide,zonisamide,Zonisamide,zonisamide,DB00909,true,false,,false,accepted_exact_normalized_name
DDInter1972,Zopiclone,zopiclone,Zopiclone,zopiclone,DB01198,true,false,,false,accepted_exact_normalized_name
DDInter199,Bethanechol,bethanechol,Bethanechol,bethanechol,DB01019,true,false,,false,accepted_exact_normalized_name
DDInter2,Abaloparatide,abaloparatide,Abaloparatide,abaloparatide,DB05084,true,false,,false,accepted_exact_normalized_name
DDInter20,Acetylsalicylic acid,acetylsalicylic acid,Acetylsalicylic acid,acetylsalicylic acid,DB00945,true,false,,false,accepted_exact_normalized_name
DDInter200,Betrixaban,betrixaban,Betrixaban,betrixaban,DB12364,true,false,,false,accepted_exact_normalized_name
DDInter201,Bevacizumab,bevacizumab,Bevacizumab,bevacizumab,DB00112,true,false,,false,accepted_exact_normalized_name
DDInter202,Bexarotene,bexarotene,Bexarotene,bexarotene,DB00307,true,false,,false,accepted_exact_normalized_name
DDInter204,Bicalutamide,bicalutamide,Bicalutamide,bicalutamide,DB01128,true,false,,false,accepted_exact_normalized_name
DDInter205,Bictegravir,bictegravir,Bictegravir,bictegravir,DB11799,true,false,,false,accepted_exact_normalized_name
DDInter207,Bimatoprost,bimatoprost,Bimatoprost,bimatoprost,DB00905,true,false,,false,accepted_exact_normalized_name
DDInter21,Acitretin,acitretin,Acitretin,acitretin,DB00459,true,false,,false,accepted_exact_normalized_name
DDInter210,Binimetinib,binimetinib,Binimetinib,binimetinib,DB11967,true,false,,false,accepted_exact_normalized_name
DDInter211,Biperiden,biperiden,Biperiden,biperiden,DB00810,true,false,,false,accepted_exact_normalized_name
DDInter212,Bisacodyl,bisacodyl,Bisacodyl,bisacodyl,DB09020,true,false,,false,accepted_exact_normalized_name
DDInter213,Bismuth subcitrate potassium,bismuth subcitrate potassium,Bismuth subcitrate potassium,bismuth subcitrate potassium,DB09275,true,false,,false,accepted_exact_normalized_name
DDInter214,Bismuth subgallate,bismuth subgallate,Bismuth subgallate,bismuth subgallate,DB13909,true,false,,false,accepted_exact_normalized_name
DDInter215,Bismuth subsalicylate,bismuth subsalicylate,Bismuth subsalicylate,bismuth subsalicylate,DB01294,true,false,,false,accepted_exact_normalized_name
DDInter216,Bisoprolol,bisoprolol,Bisoprolol,bisoprolol,DB00612,true,false,,false,accepted_exact_normalized_name
DDInter217,Bivalirudin,bivalirudin,Bivalirudin,bivalirudin,DB00006,true,false,,false,accepted_exact_normalized_name
DDInter219,Bleomycin,bleomycin,Bleomycin,bleomycin,DB00290,true,false,,false,accepted_exact_normalized_name
DDInter22,Aclidinium,aclidinium,Aclidinium,aclidinium,DB08897,true,false,,false,accepted_exact_normalized_name
DDInter220,Blinatumomab,blinatumomab,Blinatumomab,blinatumomab,DB09052,true,false,,false,accepted_exact_normalized_name
DDInter221,Boceprevir,boceprevir,Boceprevir,boceprevir,DB08873,true,false,,false,accepted_exact_normalized_name
DDInter222,Bortezomib,bortezomib,Bortezomib,bortezomib,DB00188,true,false,,false,accepted_exact_normalized_name
DDInter223,Bosentan,bosentan,Bosentan,bosentan,DB00559,true,false,,false,accepted_exact_normalized_name
DDInter224,Bosutinib,bosutinib,Bosutinib,bosutinib,DB06616,true,false,,false,accepted_exact_normalized_name
DDInter225,Botulinum toxin type A,botulinum toxin type a,Botulinum toxin type A,botulinum toxin type a,DB00083,true,false,,false,accepted_exact_normalized_name
DDInter226,Botulinum Toxin Type B,botulinum toxin type b,Botulinum Toxin Type B,botulinum toxin type b,DB00042,true,false,,false,accepted_exact_normalized_name
DDInter227,Bremelanotide,bremelanotide,Bremelanotide,bremelanotide,DB11653,true,false,,false,accepted_exact_normalized_name
DDInter228,Brentuximab vedotin,brentuximab vedotin,Brentuximab vedotin,brentuximab vedotin,DB08870,true,false,,false,accepted_exact_normalized_name
DDInter229,Bretylium,bretylium,Bretylium,bretylium,DB01158,true,false,,false,accepted_exact_normalized_name
DDInter23,Acrivastine,acrivastine,Acrivastine,acrivastine,DB09488,true,false,,false,accepted_exact_normalized_name
DDInter230,Brexanolone,brexanolone,Brexanolone,brexanolone,DB11859,true,false,,false,accepted_exact_normalized_name
DDInter231,Brexpiprazole,brexpiprazole,Brexpiprazole,brexpiprazole,DB09128,true,false,,false,accepted_exact_normalized_name
DDInter233,Brigatinib,brigatinib,Brigatinib,brigatinib,DB12267,true,false,,false,accepted_exact_normalized_name
DDInter234,Brimonidine,brimonidine,Brimonidine,brimonidine,DB00484,true,false,,false,accepted_exact_normalized_name
DDInter237,Brinzolamide,brinzolamide,Brinzolamide,brinzolamide,DB01194,true,false,,false,accepted_exact_normalized_name
DDInter239,Brivaracetam,brivaracetam,Brivaracetam,brivaracetam,DB05541,true,false,,false,accepted_exact_normalized_name
DDInter24,Activated charcoal,activated charcoal,Activated charcoal,activated charcoal,DB09278,true,false,,false,accepted_exact_normalized_name
DDInter240,Brodalumab,brodalumab,Brodalumab,brodalumab,DB11776,true,false,,false,accepted_exact_normalized_name
DDInter241,Bromfenac,bromfenac,Bromfenac,bromfenac,DB00963,true,false,,false,accepted_exact_normalized_name
DDInter243,Bromocriptine,bromocriptine,Bromocriptine,bromocriptine,DB01200,true,false,,false,accepted_exact_normalized_name
DDInter244,Bromotheophylline,bromotheophylline,Bromotheophylline,bromotheophylline,DB14018,true,false,,false,accepted_exact_normalized_name
DDInter245,Brompheniramine,brompheniramine,Brompheniramine,brompheniramine,DB00835,true,false,,false,accepted_exact_normalized_name
DDInter246,Budesonide,budesonide,Budesonide,budesonide,DB01222,true,false,,false,accepted_exact_normalized_name
DDInter248,Bumetanide,bumetanide,Bumetanide,bumetanide,DB00887,true,false,,false,accepted_exact_normalized_name
DDInter249,Bupivacaine,bupivacaine,Bupivacaine,bupivacaine,DB00297,true,false,,false,accepted_exact_normalized_name
DDInter25,Acyclovir,acyclovir,Acyclovir,acyclovir,DB00787,true,false,,false,accepted_exact_normalized_name
DDInter251,Buprenorphine,buprenorphine,Buprenorphine,buprenorphine,DB00921,true,false,,false,accepted_exact_normalized_name
DDInter252,Bupropion,bupropion,Bupropion,bupropion,DB01156,true,false,,false,accepted_exact_normalized_name
DDInter253,Burosumab,burosumab,Burosumab,burosumab,DB14012,true,false,,false,accepted_exact_normalized_name
DDInter254,Buspirone,buspirone,Buspirone,buspirone,DB00490,true,false,,false,accepted_exact_normalized_name
DDInter255,Busulfan,busulfan,Busulfan,busulfan,DB01008,true,false,,false,accepted_exact_normalized_name
DDInter256,Butabarbital,butabarbital,Butabarbital,butabarbital,DB00237,true,false,,false,accepted_exact_normalized_name
DDInter257,Butalbital,butalbital,Butalbital,butalbital,DB00241,true,false,,false,accepted_exact_normalized_name
DDInter258,Butorphanol,butorphanol,Butorphanol,butorphanol,DB00611,true,false,,false,accepted_exact_normalized_name
DDInter259,Cabazitaxel,cabazitaxel,Cabazitaxel,cabazitaxel,DB06772,true,false,,false,accepted_exact_normalized_name
DDInter260,Cabergoline,cabergoline,Cabergoline,cabergoline,DB00248,true,false,,false,accepted_exact_normalized_name
DDInter261,Cabotegravir,cabotegravir,Cabotegravir,cabotegravir,DB11751,true,false,,false,accepted_exact_normalized_name
DDInter262,Cabozantinib,cabozantinib,Cabozantinib,cabozantinib,DB08875,true,false,,false,accepted_exact_normalized_name
DDInter263,Caffeine,caffeine,Caffeine,caffeine,DB00201,true,false,,false,accepted_exact_normalized_name
DDInter264,Calaspargase pegol,calaspargase pegol,Calaspargase pegol,calaspargase pegol,DB14730,true,false,,false,accepted_exact_normalized_name
DDInter265,Calcifediol,calcifediol,Calcifediol,calcifediol,DB00146,true,false,,false,accepted_exact_normalized_name
DDInter266,Calcipotriol,calcipotriol,Calcipotriol,calcipotriol,DB02300,true,false,,false,accepted_exact_normalized_name
DDInter268,Calcitriol,calcitriol,Calcitriol,calcitriol,DB00136,true,false,,false,accepted_exact_normalized_name
DDInter27,Adalimumab,adalimumab,Adalimumab,adalimumab,DB00051,true,false,,false,accepted_exact_normalized_name
DDInter270,Calcium acetate,calcium acetate,Calcium acetate,calcium acetate,DB00258,true,false,,false,accepted_exact_normalized_name
DDInter271,Calcium carbonate,calcium carbonate,Calcium carbonate,calcium carbonate,DB06724,true,false,,false,accepted_exact_normalized_name
DDInter272,Calcium chloride,calcium chloride,Calcium chloride,calcium chloride,DB01164,true,false,,false,accepted_exact_normalized_name
DDInter273,Calcium citrate,calcium citrate,Calcium citrate,calcium citrate,DB11093,true,false,,false,accepted_exact_normalized_name
DDInter274,Calcium glubionate anhydrous,calcium glubionate anhydrous,Calcium glubionate anhydrous,calcium glubionate anhydrous,DB13142,true,false,,false,accepted_exact_normalized_name
DDInter275,Calcium glucoheptonate,calcium glucoheptonate,Calcium glucoheptonate,calcium glucoheptonate,DB00326,true,false,,false,accepted_exact_normalized_name
DDInter276,Calcium gluconate,calcium gluconate,Calcium gluconate,calcium gluconate,DB11126,true,false,,false,accepted_exact_normalized_name
DDInter278,Calcium lactate,calcium lactate,Calcium lactate,calcium lactate,DB13231,true,false,,false,accepted_exact_normalized_name
DDInter279,Calcium Phosphate,calcium phosphate,Calcium Phosphate,calcium phosphate,DB11348,true,false,,false,accepted_exact_normalized_name
DDInter28,Adapalene,adapalene,Adapalene,adapalene,DB00210,true,false,,false,accepted_exact_normalized_name
DDInter280,Canagliflozin,canagliflozin,Canagliflozin,canagliflozin,DB08907,true,false,,false,accepted_exact_normalized_name
DDInter281,Canakinumab,canakinumab,Canakinumab,canakinumab,DB06168,true,false,,false,accepted_exact_normalized_name
DDInter283,Cangrelor,cangrelor,Cangrelor,cangrelor,DB06441,true,false,,false,accepted_exact_normalized_name
DDInter284,Cannabidiol,cannabidiol,Cannabidiol,cannabidiol,DB09061,true,false,,false,accepted_exact_normalized_name
DDInter285,Capecitabine,capecitabine,Capecitabine,capecitabine,DB01101,true,false,,false,accepted_exact_normalized_name
DDInter286,Caplacizumab,caplacizumab,Caplacizumab,caplacizumab,DB06081,true,false,,false,accepted_exact_normalized_name
DDInter287,Capmatinib,capmatinib,Capmatinib,capmatinib,DB11791,true,false,,false,accepted_exact_normalized_name
DDInter288,Capreomycin,capreomycin,Capreomycin,capreomycin,DB00314,true,false,,false,accepted_exact_normalized_name
DDInter289,Capromab pendetide,capromab pendetide,Capromab pendetide,capromab pendetide,DB00089,true,false,,false,accepted_exact_normalized_name
DDInter292,Captopril,captopril,Captopril,captopril,DB01197,true,false,,false,accepted_exact_normalized_name
DDInter293,Carbamazepine,carbamazepine,Carbamazepine,carbamazepine,DB00564,true,false,,false,accepted_exact_normalized_name
DDInter295,Carbenicillin,carbenicillin,Carbenicillin,carbenicillin,DB00578,true,false,,false,accepted_exact_normalized_name
DDInter297,Carbinoxamine,carbinoxamine,Carbinoxamine,carbinoxamine,DB00748,true,false,,false,accepted_exact_normalized_name
DDInter298,Carboplatin,carboplatin,Carboplatin,carboplatin,DB00958,true,false,,false,accepted_exact_normalized_name
DDInter299,Carfilzomib,carfilzomib,Carfilzomib,carfilzomib,DB08889,true,false,,false,accepted_exact_normalized_name
DDInter30,Adefovir dipivoxil,adefovir dipivoxil,Adefovir dipivoxil,adefovir dipivoxil,DB00718,true,false,,false,accepted_exact_normalized_name
DDInter300,Cariprazine,cariprazine,Cariprazine,cariprazine,DB06016,true,false,,false,accepted_exact_normalized_name
DDInter301,Carisoprodol,carisoprodol,Carisoprodol,carisoprodol,DB00395,true,false,,false,accepted_exact_normalized_name
DDInter302,Carmustine,carmustine,Carmustine,carmustine,DB00262,true,false,,false,accepted_exact_normalized_name
DDInter303,Carteolol,carteolol,Carteolol,carteolol,DB00521,true,false,,false,accepted_exact_normalized_name
DDInter305,Carvedilol,carvedilol,Carvedilol,carvedilol,DB01136,true,false,,false,accepted_exact_normalized_name
DDInter306,Caspofungin,caspofungin,Caspofungin,caspofungin,DB00520,true,false,,false,accepted_exact_normalized_name
DDInter307,Castor oil,castor oil,Castor oil,castor oil,DB11113,true,false,,false,accepted_exact_normalized_name
DDInter309,Cefaclor,cefaclor,Cefaclor,cefaclor,DB00833,true,false,,false,accepted_exact_normalized_name
DDInter31,Adenosine,adenosine,Adenosine,adenosine,DB00640,true,false,,false,accepted_exact_normalized_name
DDInter310,Cefadroxil,cefadroxil,Cefadroxil,cefadroxil,DB01140,true,false,,false,accepted_exact_normalized_name
DDInter311,Cefalotin,cefalotin,Cefalotin,cefalotin,DB00456,true,false,,false,accepted_exact_normalized_name
DDInter312,Cefamandole,cefamandole,Cefamandole,cefamandole,DB01326,true,false,,false,accepted_exact_normalized_name
DDInter313,Cefapirin,cefapirin,Cefapirin,cefapirin,DB01139,true,false,,false,accepted_exact_normalized_name
DDInter314,Cefazolin,cefazolin,Cefazolin,cefazolin,DB01327,true,false,,false,accepted_exact_normalized_name
DDInter315,Cefdinir,cefdinir,Cefdinir,cefdinir,DB00535,true,false,,false,accepted_exact_normalized_name
DDInter316,Cefditoren,cefditoren,Cefditoren,cefditoren,DB01066,true,false,,false,accepted_exact_normalized_name
DDInter317,Cefepime,cefepime,Cefepime,cefepime,DB01413,true,false,,false,accepted_exact_normalized_name
DDInter319,Cefixime,cefixime,Cefixime,cefixime,DB00671,true,false,,false,accepted_exact_normalized_name
DDInter32,Afatinib,afatinib,Afatinib,afatinib,DB08916,true,false,,false,accepted_exact_normalized_name
DDInter320,Cefmetazole,cefmetazole,Cefmetazole,cefmetazole,DB00274,true,false,,false,accepted_exact_normalized_name
DDInter321,Cefonicid,cefonicid,Cefonicid,cefonicid,DB01328,true,false,,false,accepted_exact_normalized_name
DDInter322,Cefoperazone,cefoperazone,Cefoperazone,cefoperazone,DB01329,true,false,,false,accepted_exact_normalized_name
DDInter323,Cefotaxime,cefotaxime,Cefotaxime,cefotaxime,DB00493,true,false,,false,accepted_exact_normalized_name
DDInter324,Cefotetan,cefotetan,Cefotetan,cefotetan,DB01330,true,false,,false,accepted_exact_normalized_name
DDInter325,Cefoxitin,cefoxitin,Cefoxitin,cefoxitin,DB01331,true,false,,false,accepted_exact_normalized_name
